content,created_at,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
"We’ve lost nearly 200,000 Americans to COVID-19. 

It didn’t have to be this bad — but Donald Trump failed to do his job.",Wed Sep 16 17:10:00 +0000 2020,2020-09-16 17:10:00+00:00,124316,,[],2290,,12584,22804,,https://twitter.com/JoeBiden/status/1306279178304536576,1306279178304536576,1306279178304536576
"The fact of the matter is Donald Trump doesn't have a health care plan.

I do — and you can read it here: https://t.co/gm6jgUrcaT https://t.co/LbvDvFj4m8",Wed Sep 16 15:31:00 +0000 2020,2020-09-16 15:31:00+00:00,35323,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EiC-eWLWoAEXBfO.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1306253030338318336/vid/720x720/F3fZc-uoy8zO5HQY.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1306253030338318336/vid/320x320/5vErbAWvR-IeV3KJ.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1306253030338318336/pl/j5t1nedoLkgDLn7q.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1306253030338318336/vid/480x480/EXjO6VpfPhFsyC0u.mp4?tag=13', bitrate=832000)], duration=43.71, type='video')]",['http://JoeBiden.com/HealthCare'],1187,,3109,12672,,https://twitter.com/JoeBiden/status/1306254264298213378,1306254264298213378,1306254264298213378
Science will win. https://t.co/1KRipY9MCi,Wed Sep 16 14:58:00 +0000 2020,2020-09-16 14:58:00+00:00,102799,,['https://twitter.com/sciam/status/1305854127721910275'],1055,https://twitter.com/sciam/status/1305854127721910275,4340,16008,,https://twitter.com/JoeBiden/status/1306245959421177856,1306245959421177856,1306245959421177856
"Donald Trump’s climate denial may not have directly caused the record fires we’re seeing on the West Coast. But if he gets four more years in the White House, they’ll only become more common, devastating, and deadly. https://t.co/7rsG9VDZ4w",Wed Sep 16 14:20:00 +0000 2020,2020-09-16 14:20:00+00:00,22828,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EiCtlYEXYAIUY5v.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1306234372463493122/vid/480x480/zb_Oj3E4zIe_X74O.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1306234372463493122/pl/X6v4xi0D-xbmOFje.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1306234372463493122/vid/720x720/0D5dBLmjgUBhTBrY.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1306234372463493122/vid/320x320/kmeLR1ju7Gu27dU1.mp4?tag=13', bitrate=432000)], duration=10.033, type='video')]",[],471,,2961,6199,,https://twitter.com/JoeBiden/status/1306236396378546179,1306236396378546179,1306236396378546179
"To be clear: I am not currently president. But if you chip in now, we can change that in November: https://t.co/eFS4tDfHEx https://t.co/ciqFcIGLHB",Wed Sep 16 02:20:00 +0000 2020,2020-09-16 02:20:00+00:00,207897,,"['https://joe.link/35LrCCJ', 'https://twitter.com/Acyn/status/1306041359308996610']",3626,https://twitter.com/Acyn/status/1306041359308996610,10038,46703,,https://twitter.com/JoeBiden/status/1306055202290544640,1306055202290544640,1306055202290544640
"Hispanic Heritage Month is a reminder of the strength we draw as a nation from our immigrant roots. No matter where your family came from, we're here because we all share the same ideals. That's the story of America — and it is well worth celebrating. https://t.co/rign44stJc",Wed Sep 16 02:15:00 +0000 2020,2020-09-16 02:15:00+00:00,10775,,['https://joebiden.com/2020/09/15/statement-by-vice-president-joe-biden-on-hispanic-heritage-month/'],170,,1223,3009,,https://twitter.com/JoeBiden/status/1306053944066494465,1306053944066494465,1306053944066494465
"Donald Trump not only suggested we sell or trade Puerto Rico — but he also left our fellow Americans without the resources they desperately needed after Hurricane Maria. It's unacceptable.

As president, I'll support the island's full recovery and invest in its people and future.",Wed Sep 16 00:42:00 +0000 2020,2020-09-16 00:42:00+00:00,83771,,[],1251,,6684,16769,,https://twitter.com/JoeBiden/status/1306030539783110657,1306030539783110657,1306030539783110657
Today marks the official start of Hispanic Heritage Month. Tune in as we kick off our celebration from Florida: https://t.co/GMSo25KzM6,Tue Sep 15 23:34:56 +0000 2020,2020-09-15 23:34:56+00:00,10111,,['https://www.pscp.tv/w/ci_1oDFvUEVMQkJiT2xyS2R8MVlxSkRweUVSenZKVsPSk6vQN6QScSsSkz6SR5QLmVYwxMmjQejHNRJFU4QN'],275,,1513,2642,,https://twitter.com/JoeBiden/status/1306013661173932033,1306013661173932033,1306013661173932033
"As we celebrate the Independence Day of Costa Rica, Guatemala, El Salvador, Honduras and Nicaragua, we must affirm the democratic aspirations and human rights of people across Latin America.

I'll always fight for democracy and for those who come to America seeking a better life.",Tue Sep 15 22:25:00 +0000 2020,2020-09-15 22:25:00+00:00,23065,,[],525,,2048,4892,,https://twitter.com/JoeBiden/status/1305996062591574017,1305996062591574017,1305996062591574017
"The 16th Street Baptist Church bombing is a powerful reminder of our past and what remains at stake in this election. As we honor the memory of those four little girls, we must commit to defeating the poisonous ideology of white supremacy that lit the fuse 57 years ago.",Tue Sep 15 21:35:00 +0000 2020,2020-09-15 21:35:00+00:00,27285,,[],275,,1930,6452,,https://twitter.com/JoeBiden/status/1305983479830593536,1305983479830593536,1305983479830593536
"I believe that every American deserves a fair shot to get ahead and a government that treats them equally. But that hasn't been the case for the people of Puerto Rico. Today, I'm releasing my new plan to change that: https://t.co/qX7sQPPfmX",Tue Sep 15 21:00:01 +0000 2020,2020-09-15 21:00:01+00:00,18801,,['https://joebiden.com/the-biden-harris-plan-for-recovery-renewal-and-respect-for-puerto-rico/'],338,,1323,5303,,https://twitter.com/JoeBiden/status/1305974675370106881,1305974675370106881,1305974675370106881
"For months, President Trump has failed to provide desperately needed fiscal relief to our state and local governments — and we’re seeing the consequences every day.

Our students and educators deserve better.

As president, I’ll make sure they always have the resources they need. https://t.co/E2jaIFPkzC",Tue Sep 15 19:41:00 +0000 2020,2020-09-15 19:41:00+00:00,13874,,['https://twitter.com/WNEP/status/1305703132744347649'],199,https://twitter.com/WNEP/status/1305703132744347649,1666,3762,,https://twitter.com/JoeBiden/status/1305954790711734272,1305954790711734272,1305954790711734272
"The most sacred obligation of our government is to do right by those who defend our nation at war. I’m in Tampa, Florida, to hear from veterans and to discuss how I’ll honor that promise as president. Tune in: https://t.co/SkJOytj8gm",Tue Sep 15 17:59:06 +0000 2020,2020-09-15 17:59:06+00:00,10671,,['https://www.pscp.tv/w/ci-m6jFvUEVMQkJiT2xyS2R8MWVhSmJ6T3ZYa1FKWB3kNX8Cm4_yPHUcpTkfqnTyekF_ukzyiHhMEWG8w8bz'],220,,1735,3092,,https://twitter.com/JoeBiden/status/1305929147441532930,1305929147441532930,1305929147441532930
"Wheels up, folks. https://t.co/zQDCWhpm1v",Tue Sep 15 16:53:00 +0000 2020,2020-09-15 16:53:00+00:00,69682,"[Photo(previewUrl='https://pbs.twimg.com/media/Eh-IGMvX0AAsBUV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eh-IGMvX0AAsBUV?format=jpg&name=large', type='photo')]",[],1775,,7453,6851,,https://twitter.com/JoeBiden/status/1305912512265641984,1305912512265641984,1305912512265641984
"Donald Trump is not responsible for COVID-19, but he is responsible for his failed response and for lying to the American people. https://t.co/cWuEoHiUxj",Tue Sep 15 15:03:00 +0000 2020,2020-09-15 15:03:00+00:00,39694,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Eh9y8U7WAAA493a.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1305883826611269632/vid/720x720/9vcnBsNhK1B3OKcu.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1305883826611269632/vid/320x320/W78fXyDmPjH9ppEn.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1305883826611269632/vid/480x480/fkKe36NZfEG9Y5a8.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1305883826611269632/pl/FMl9cifD6l2_aH9m.m3u8?tag=13', bitrate=None)], duration=25.776, type='video')]",[],999,,3974,12377,,https://twitter.com/JoeBiden/status/1305884830370988035,1305884830370988035,1305884830370988035
"The fact is, Iran is closer to a nuclear bomb today than it was when Donald Trump took office.

Every day he’s in charge of our national security is another day our enemies are emboldened and the American people are at risk. https://t.co/hEMkpGARuo",Tue Sep 15 01:30:00 +0000 2020,2020-09-15 01:30:00+00:00,32818,,['https://www.cnn.com/2020/09/13/opinions/smarter-way-to-be-tough-on-iran-joe-biden/index.html'],1211,,6877,8543,,https://twitter.com/JoeBiden/status/1305680232469467137,1305680232469467137,1305680232469467137
"When Donald Trump thinks about climate change, he thinks “hoax.” 

I think “jobs.”

Good paying, union jobs that put Americans to work building a stronger, more climate-resilient nation. https://t.co/AKl9jZKB0s",Tue Sep 15 00:35:00 +0000 2020,2020-09-15 00:35:00+00:00,34530,,['https://joebiden.com/clean-energy/'],684,,3567,8672,,https://twitter.com/JoeBiden/status/1305666390670675969,1305666390670675969,1305666390670675969
".@realDonaldTrump, you know what’s actually threatening our suburbs?

Wildfires. Floods. Hurricanes.

We need to act on climate. Now.",Mon Sep 14 23:25:00 +0000 2020,2020-09-14 23:25:00+00:00,184265,,[],3596,,18171,31137,,https://twitter.com/JoeBiden/status/1305648774157565952,1305648774157565952,1305648774157565952
Science knows. https://t.co/Pwx8meY4zw,Mon Sep 14 20:45:00 +0000 2020,2020-09-14 20:45:00+00:00,102147,,['https://www.forbes.com/sites/jackbrewster/2020/09/14/i-dont-think-science-knows-actually-trump-dismisses-climate-science-in-california-wildfire-discussion/#2c21eceb2e85'],2190,,7839,21611,,https://twitter.com/JoeBiden/status/1305608509229207552,1305608509229207552,1305608509229207552
"Folks, it all comes down to this. We have just 50 days until the most important election of our lifetimes.

Make a plan to have your voice heard this November. https://t.co/Hy8C4mIL2M",Mon Sep 14 20:35:00 +0000 2020,2020-09-14 20:35:00+00:00,26930,,['http://IWillVote.com'],586,,3294,6808,,https://twitter.com/JoeBiden/status/1305605992483258371,1305605992483258371,1305605992483258371
"Amy Poehler and @MayaRudolph know a thing or two about @HillaryClinton and @KamalaHarris — and I can't wait to see what they have in store for tonight's grassroots fundraiser.

Chip in now to reserve your ticket: https://t.co/EUe06GBv9U https://t.co/fDavPo1Fuo",Mon Sep 14 18:44:00 +0000 2020,2020-09-14 18:44:00+00:00,13450,"[Photo(previewUrl='https://pbs.twimg.com/media/Eh5XJ-WXcAEEwH2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eh5XJ-WXcAEEwH2?format=jpg&name=large', type='photo')]",['https://joe.link/3iqquYu'],410,,1836,2899,,https://twitter.com/JoeBiden/status/1305578058326343683,1305578058326343683,1305578058326343683
Climate change is the existential challenge that will define our future as a country. Tune in as I discuss the wildfires up and down the West Coast — and how I'll tackle the climate crisis head-on and create millions of good-paying jobs: https://t.co/yMhodX8RYe,Mon Sep 14 17:28:55 +0000 2020,2020-09-14 17:28:55+00:00,11790,,['https://www.pscp.tv/w/ci5OVjFvUEVMQkJiT2xyS2R8MVJER2xycVJiZ0V4TEf8d0POsXyQFFAtoek79xCw1LRzaWUp6BfHWPuhUUb8'],443,,2985,3685,,https://twitter.com/JoeBiden/status/1305559162080747525,1305559162080747525,1305559162080747525
"50 days until Election Day. 50 days to do everything we can to make Donald Trump a one-term president.

Chip in to power our campaign through this final stretch: https://t.co/6WkyWFXVpc",Mon Sep 14 16:04:00 +0000 2020,2020-09-14 16:04:00+00:00,12460,,['https://joe.link/32vf5RH'],276,,2262,3283,,https://twitter.com/JoeBiden/status/1305537793414889472,1305537793414889472,1305537793414889472
50 days.,Mon Sep 14 14:15:00 +0000 2020,2020-09-14 14:15:00+00:00,205816,,[],4438,,17466,25681,,https://twitter.com/JoeBiden/status/1305510362255564801,1305510362255564801,1305510362255564801
"Weapons of war have no place in our communities.

We need to ban assault weapons and high-capacity magazines.",Mon Sep 14 00:20:00 +0000 2020,2020-09-14 00:20:00+00:00,178788,,[],8281,,29121,25256,,https://twitter.com/JoeBiden/status/1305300227721703424,1305300227721703424,1305300227721703424
"When President Trump talks about America leading the world, this is what he means. https://t.co/z2KpYhojtB",Sun Sep 13 23:30:00 +0000 2020,2020-09-13 23:30:00+00:00,23236,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Eh0_IODXcAgy5In.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1305268759494619137/pl/92aJRAPSvAo2M4l0.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1305268759494619137/vid/720x720/kFGg2BQTXHotBnQo.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1305268759494619137/vid/320x320/DIUvPtnetYQgt1Mg.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1305268759494619137/vid/480x480/LVWQeL_jC_8X_U3w.mp4?tag=13', bitrate=832000)], duration=34.243, type='video')]",[],669,,2956,8941,,https://twitter.com/JoeBiden/status/1305287645635829761,1305287645635829761,1305287645635829761
"I know we can beat Donald Trump and build this nation back better — but we need your help to do it. That's why we're launching our new Grassroots Fundraising Team.

Sign up and help us win this November. https://t.co/T5CN04xsXo",Sun Sep 13 22:40:00 +0000 2020,2020-09-13 22:40:00+00:00,13286,,['https://joebiden.com/join-our-grassroots-fundraising-team/'],264,,2532,3877,,https://twitter.com/JoeBiden/status/1305275061671206914,1305275061671206914,1305275061671206914
"I promise that as president, I’ll make reauthorizing the Violence Against Women Act a top priority and continue working to end gender-based violence. https://t.co/wmN7bSAUVg",Sun Sep 13 21:43:48 +0000 2020,2020-09-13 21:43:48+00:00,7472,,['https://joebiden.com/vawa/'],107,,705,2042,,https://twitter.com/JoeBiden/status/1305260921367990277,1305260921367990277,1305260465585451008
"With each reauthorization, VAWA has become stronger.

The latest bill—passed by the House last year—would close loopholes allowing abusers to obtain guns and extend protections for Native women.

But Mitch McConnell refuses to bring it to the floor for a vote. It’s despicable.",Sun Sep 13 21:42:51 +0000 2020,2020-09-13 21:42:51+00:00,8807,,[],101,,380,2520,,https://twitter.com/JoeBiden/status/1305260678991810562,1305260678991810562,1305260465585451008
"26 years ago today, the Violence Against Women Act became law. In the years since, it has saved countless lives and helped change the culture around sexual assault and domestic violence.

Writing and championing the law remains one of my proudest accomplishments. https://t.co/9pV7X9fgKq",Sun Sep 13 21:42:00 +0000 2020,2020-09-13 21:42:00+00:00,17717,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EJrUrTtX0AAJbpa.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1196502206058500099/pl/N0P7qtlTQ2GyKkQr.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1196502206058500099/vid/320x320/e3LAByWHLefWMHrZ.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1196502206058500099/vid/720x720/E9_IdafhAlaXngrf.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1196502206058500099/vid/480x480/Dh3fDBQtaBip5YKE.mp4?tag=13', bitrate=832000)], duration=57.182, type='video')]",[],352,,1778,5526,,https://twitter.com/JoeBiden/status/1305260465585451008,1305260465585451008,1305260465585451008
"It's hard to believe, but Monday marks 50 days until Election Day. To kick off the final stretch, @HillaryClinton and @KamalaHarris are hosting a grassroots fundraiser.

You won't want to miss this, folks. Chip in to reserve your spot: https://t.co/WI4clZqxEA",Sun Sep 13 21:04:00 +0000 2020,2020-09-13 21:04:00+00:00,10646,,['https://joe.link/33sOHqG'],381,,1990,2914,,https://twitter.com/JoeBiden/status/1305250902861918208,1305250902861918208,1305250902861918208
"26 years ago today, the Senate passed 10-year bans on assault weapons and high-capacity magazines—it was an effort I was proud to champion.

These bans saved lives, and Congress should have never let them expire.

As president, I’ll take on the @NRA and we’ll ban them once again.",Sun Sep 13 19:40:00 +0000 2020,2020-09-13 19:40:00+00:00,94190,,[],3188,,12423,16714,,https://twitter.com/JoeBiden/status/1305229763464900608,1305229763464900608,1305229763464900608
"This cold-blooded shooting is unconscionable and the perpetrator must be brought to justice.

Violence of any kind is wrong; those who commit it should be caught and punished.

Jill and I are keeping the deputies and their loved ones in our hearts and praying for a full recovery. https://t.co/330QfeIUGg",Sun Sep 13 15:03:00 +0000 2020,2020-09-13 15:03:00+00:00,75905,,['https://twitter.com/CNN/status/1305151256223248388'],3102,https://twitter.com/CNN/status/1305151256223248388,15096,15515,,https://twitter.com/JoeBiden/status/1305160054346141703,1305160054346141703,1305160054346141703
"In a Biden-Harris administration, “Buy American” will be more than a slogan. 

We’re going to invest an additional $400 billion in purchasing American-made products and keep good-paying jobs here at home. https://t.co/HrOOkXerMP",Sun Sep 13 00:12:00 +0000 2020,2020-09-13 00:12:00+00:00,25296,,['https://joebiden.com/made-in-america/'],742,,5050,6764,,https://twitter.com/JoeBiden/status/1304935826682458112,1304935826682458112,1304935826682458112
"Donald Trump and I have pretty different philosophies when it comes to giving our word.
 
Mine means something.
 
When I tell the American people I’m going to do something — I follow through. https://t.co/FCHpIGHtf2",Sat Sep 12 23:12:00 +0000 2020,2020-09-12 23:12:00+00:00,31642,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EhwBdg2XYAAH_nJ.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1304919316333199361/pl/092wY2gPRKiJ6rvx.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304919316333199361/vid/720x720/bMtWz4zlTeEj6C4t.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304919316333199361/vid/320x320/oNeqxIBRNbdW-jIx.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304919316333199361/vid/480x480/xRojaPPb2Izx6GXN.mp4?tag=13', bitrate=832000)], duration=70.529, type='video')]",[],749,,4921,7705,,https://twitter.com/JoeBiden/status/1304920726932041729,1304920726932041729,1304920726932041729
"I promise you that if I’m elected president, I’ll never forget what the job is about. It’s about you — the American people. https://t.co/ACGjYymWSg",Sat Sep 12 20:30:00 +0000 2020,2020-09-12 20:30:00+00:00,21792,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EhvR5LFWsAYg0J_.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304866989194858496/vid/320x320/Mcbzt_4VRPKHzDwQ.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1304866989194858496/pl/LyZEIxw5HuqxJiar.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304866989194858496/vid/480x480/flMUb43ZX80RKbhk.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304866989194858496/vid/720x720/1ViZk4Q8C-NTif3i.mp4?tag=13', bitrate=1280000)], duration=56.598, type='video')]",[],600,,3576,6266,,https://twitter.com/JoeBiden/status/1304879958808985602,1304879958808985602,1304879958808985602
"Iran’s cruel execution of Navid Afkari is a travesty. No country should arrest, torture, or execute peaceful protestors or activists. 

Iran must free its other political prisoners, including Nasrin Sotoudeh, and release unjustly detained Americans. https://t.co/Jj9QZbyQL7",Sat Sep 12 19:35:00 +0000 2020,2020-09-12 19:35:00+00:00,24018,,['https://twitter.com/ICHRI/status/1304819136976089088'],577,https://twitter.com/ICHRI/status/1304819136976089088,2443,5863,,https://twitter.com/JoeBiden/status/1304866117354020864,1304866117354020864,1304866117354020864
"As president, I’ll impose a tax penalty on companies that ship jobs overseas and sell products back to the U.S. — and I’ll create millions of good-paying jobs here at home.

We’re going to make sure the future is made in America — by all of America's workers. https://t.co/8smOm5MGx1",Sat Sep 12 19:12:00 +0000 2020,2020-09-12 19:12:00+00:00,23518,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1304859333247799299/img/1GmVVWBzINSuygD7.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304859333247799299/vid/720x720/yJYZcTX3E4RCbXWi.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304859333247799299/vid/320x320/KvCh6hi6nugpc1vy.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1304859333247799299/pl/R0xBL-C0hAeMkGtR.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304859333247799299/vid/480x480/fm-bHV5B9Dy1qwg-.mp4?tag=13', bitrate=832000)], duration=89.84, type='video')]",[],892,,4497,5812,,https://twitter.com/JoeBiden/status/1304860328920981504,1304860328920981504,1304860328920981504
"The science is clear, and deadly signs like the fires out West are unmistakable — climate change poses an existential threat to our way of life.

We must act now to avoid a future defined by tragedies like the one American families are enduring today. https://t.co/iGNTQVOy3t",Sat Sep 12 18:21:00 +0000 2020,2020-09-12 18:21:00+00:00,21566,,['https://joebiden.com/2020/09/12/statement-by-vice-president-joe-biden-on-the-ongoing-wildfires/'],563,,3316,5607,,https://twitter.com/JoeBiden/status/1304847494518575108,1304847494518575108,1304847494518575108
"You deserve a President and Vice President who will spend every minute of every day working to make your life better.

I promise that’s exactly what @KamalaHarris and I will do.",Sat Sep 12 15:00:01 +0000 2020,2020-09-12 15:00:01+00:00,150102,,[],3570,,21026,23999,,https://twitter.com/JoeBiden/status/1304796917763768320,1304796917763768320,1304796917763768320
Always remember. https://t.co/BwaBSo8LFq,Fri Sep 11 23:33:00 +0000 2020,2020-09-11 23:33:00+00:00,99221,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1304562856109789189/img/kfZc9ZaUzZ3srvHB.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304562856109789189/vid/720x720/nhy8_TdzP4PA_gqf.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304562856109789189/vid/480x480/szdji21I3L_edeLV.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304562856109789189/vid/320x320/zN2LaIuSzHfnSCw7.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1304562856109789189/pl/CqRBG0JR1Wl06ioq.m3u8?tag=13', bitrate=None)], duration=9.593, type='video')]",[],845,,3440,13564,,https://twitter.com/JoeBiden/status/1304563623998570496,1304563623998570496,1304563623998570496
"And now, as then, we owe it to them to come together as a nation — so that Americans can once again do what we did so bravely nineteen years ago: turn from tragedy to purpose, rebuild our lives, and begin, in time, to heal.",Fri Sep 11 17:33:05 +0000 2020,2020-09-11 17:33:05+00:00,10839,,[],59,,463,1786,,https://twitter.com/JoeBiden/status/1304473050075860997,1304473050075860997,1304473044916875264
"Now, as then, our heroes are ordinary people doing extraordinary things: nurses and doctors; delivery drivers and grocery clerks; public transit workers and educators; regular Americans thrust into courageous acts of sacrifice and service.",Fri Sep 11 17:33:05 +0000 2020,2020-09-11 17:33:05+00:00,10916,,[],55,,476,1824,,https://twitter.com/JoeBiden/status/1304473048771420165,1304473048771420165,1304473044916875264
"This year, we mark the anniversary of 9/11 in the midst of another crisis that compels us to summon the best of the American people in the face of unconscionable, inconceivable loss — a crisis that has already taken nearly 200,000 Americans.",Fri Sep 11 17:33:05 +0000 2020,2020-09-11 17:33:05+00:00,2277,,[],7,,79,563,,https://twitter.com/JoeBiden/status/1304473047110475776,1304473047110475776,1304473044916875264
"Nineteen years ago, our nation was tested by an unspeakable act of cowardice and hate. Nearly 3,000 lives were cut short: a once-unthinkable toll which tore open the hearts of Americans in every corner of the country. https://t.co/6rAF0dAd1Y",Fri Sep 11 17:33:04 +0000 2020,2020-09-11 17:33:04+00:00,22687,,['https://joebiden.com/2020/09/11/statement-by-vice-president-joe-biden-on-the-19th-anniversary-of-the-september-11th-attacks/'],207,,1204,5267,,https://twitter.com/JoeBiden/status/1304473044916875264,1304473044916875264,1304473044916875264
"As a nation, we must never forget those we lost on 9/11 and the incredible bravery of our first responders. Though the wounds of that day will never fully heal, the spirit of Americans recovered as it always does — unbowed by the efforts of those who strike against it. https://t.co/Ogn7Sbvq1Q",Fri Sep 11 16:03:20 +0000 2020,2020-09-11 16:03:20+00:00,37657,"[Photo(previewUrl='https://pbs.twimg.com/media/EhpV2llWsAA6HKp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EhpV2llWsAA6HKp?format=jpg&name=large', type='photo')]",[],365,,2319,7650,,https://twitter.com/JoeBiden/status/1304450463920779264,1304450463920779264,1304450463920779264
Donald Trump said he wanted to be a cheerleader for the country. We didn't need a cheerleader. We needed a president.,Fri Sep 11 00:45:00 +0000 2020,2020-09-11 00:45:00+00:00,200238,,[],2724,,14557,28331,,https://twitter.com/JoeBiden/status/1304219355404791808,1304219355404791808,1304219355404791808
"More than 1,000 people died from COVID yesterday.

@realDonaldTrump watched eight hours of TV.

If I’m president, you might not always agree with me. But I promise you I will always show up and fight for you. https://t.co/HvVJLS83TZ",Fri Sep 11 00:05:00 +0000 2020,2020-09-11 00:05:00+00:00,77149,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Ehl63awXgAE8IKh.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304207257907978240/vid/480x480/8BAmhk_p72Wp7PBb.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1304207257907978240/pl/tsdeXFwK15bTlPfQ.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304207257907978240/vid/720x720/ggzSLqIStNMZ1v1F.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1304207257907978240/vid/320x320/-rIeKryAYQQetq1L.mp4?tag=13', bitrate=432000)], duration=25.058, type='video')]",[],2443,,5668,28046,,https://twitter.com/JoeBiden/status/1304209289456672768,1304209289456672768,1304209289456672768
"Donald Trump is holding a rally in Michigan today—while also refusing to fully fund their National Guard.

These are frontline workers against COVID-19, responsible for testing and distributing food and medical supplies.

Michiganders need a pandemic response—not a pep rally. https://t.co/UkEqVv9zXe",Thu Sep 10 21:33:00 +0000 2020,2020-09-10 21:33:00+00:00,25453,,['https://twitter.com/MarkCavitt/status/1304120030284705794'],438,https://twitter.com/MarkCavitt/status/1304120030284705794,2249,8944,,https://twitter.com/JoeBiden/status/1304171037240619008,1304171037240619008,1304171037240619008
